fold,n_train,n_test,base_mean_fwd20,auc,uplift_0.5,n_sel_0.5,uplift_0.6,n_sel_0.6,uplift_0.5_sim,gbdt_auc,uplift_0.5_live
2024-07-01,1309,614,0.02388682033240204,0.5310768351899458,0.004262181113359086,559,0.00666199068358049,475,0.004262181113359086,0.5398286203941731,
2024-10-01,1839,792,0.04670876756161679,0.5411256859858118,0.0007127419263163667,777,-0.00566049280537894,656,0.0007127419263163667,0.5127024494712891,
2025-01-01,2711,417,-0.062240693519563066,0.49426165647848497,-0.0025608528864796767,404,-0.005769516768639814,360,-0.0025608528864796767,0.5247063406448519,
2025-04-01,3174,367,0.08675720510640456,0.5017952127659574,0.003053981829374372,266,0.030122879900207802,111,0.003053981829374372,0.4783577127659575,
2025-07-01,3526,526,0.08932306244939962,0.6210467205750224,0.005500840174926719,347,0.02509420328668141,184,0.005500840174926719,0.5759770889487871,
2025-10-01,4066,471,0.05079416656309248,0.4148610061308474,0.0,471,-0.0038049995788198357,377,0.0,0.549477198286722,
2026-01-01,4539,256,0.041814935681541765,0.5788544788544788,0.001706043922769275,255,0.0025735321435034764,253,0.001706043922769275,0.5960372960372959,
2026-04-01,4878,1730,0.03443082219066634,0.47800020954842315,0.027618632335336568,253,0.03402802796431375,204,,0.49164879684280377,0.027618632335336568
2026-07-01,5227,319,0.017343762622785894,0.4645032431577283,-0.003964717646901424,252,-0.012690390205277942,68,,0.5249564942255972,-0.003964717646901424
