placebo_median_uplift
-0.0001791035878856151
0.0
-0.0003036910013081637
0.0
0.0
-0.00012249134291957703
0.0
-0.00017028564717669337
0.0
-1.0491035665194381e-06
0.0
-0.00042227765485575164
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00048552048348091126
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.0491035665194381e-06
0.0
0.0
0.0
0.0
0.0
-0.000988822390045281
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.0491035665194381e-06
0.0
0.0
0.0
0.0
0.0
-0.00012249134291957703
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.00012249134291957703
-0.00045646911000127993
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-4.8946465093686886e-05
0.0
0.0
0.0
0.0
0.0
0.0006559007520124532
0.0
0.0
0.0
0.0
0.0
0.0
-8.182919405917699e-05
-0.0005781987010624462
0.0
0.0
0.0
0.0
-0.00042725712620394693
0.0
0.0
0.0
0.0
0.0
-0.0006165245334264248
0.0
-0.00012249134291957703
0.0
0.0
0.0
0.0
0.0
0.0
3.276394146496664e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0003305183969706943
0.0
0.0
0.0
0.0
-0.0015863960876916841
-0.0003696786249147363
0.0
0.0
0.0
0.0
0.0
-1.0491035665194381e-06
0.0
0.0
0.0
0.0
-1.0491035665194381e-06
0.0
0.0
0.0
-1.0491035665194381e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0006750109138353791
0.0
0.0
0.0
0.0
-0.00012249134291957703
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.0491035665194381e-06
-6.130467764701303e-05
0.0
0.0
0.0
-0.0006406570873640459
0.0
0.0
0.0
0.0
-0.0002563186887443586
-1.0491035665194381e-06
-0.00018679526438996133
0.0
0.0
0.0
0.0
0.0
