date,ic,n_names
2025-06-05,0.011230304008248272,142
2025-06-06,-0.07289953079584487,142
2025-06-09,0.016037620195716806,142
2025-06-10,0.06573894492873857,142
2025-06-11,0.07040374860777497,142
2025-06-12,0.017387186039966335,142
2025-06-13,0.0612648407711722,142
2025-06-16,0.2075374430783481,142
2025-06-17,0.11045693491389484,142
2025-06-18,0.041901460840627756,142
2025-06-20,0.09199889771490442,142
2025-06-23,0.2153584365155141,142
2025-06-24,0.1290951936386701,142
2025-06-25,0.03081588217693441,142
2025-06-26,0.14104893449050832,142
2025-06-27,0.21605814024153852,142
2025-06-30,0.2015314622446777,142
2025-07-01,0.11797175341929672,142
2025-07-02,0.1976170942213891,142
2025-07-03,0.2522962599746797,142
2025-07-07,0.26135346791542846,142
2025-07-08,0.15178681822220583,142
2025-07-09,0.23887600091578218,142
2025-07-10,0.2650459252017772,142
2025-07-11,0.30003709206586043,142
2025-07-14,0.21041910934952632,142
2025-07-15,0.2249206553777976,142
2025-07-16,0.2504804155987854,142
2025-07-17,0.19213061436615528,142
2025-07-18,0.12891483703590387,142
2025-07-21,0.15321957036071512,142
2025-07-22,0.2774381746512403,142
2025-07-23,0.17792265353154896,142
2025-07-24,0.14362188685658586,142
2025-07-25,0.11922948768831579,142
2025-07-28,0.21082003147784964,142
2025-07-29,0.07320998598104073,142
2025-07-30,0.07187298952888947,142
2025-07-31,0.15659993231223385,142
2025-08-01,0.19430814318401332,142
2025-08-04,0.17058596095279493,142
2025-08-05,0.11980787486824326,142
2025-08-06,0.20740000293566965,142
2025-08-07,0.3198753533743248,142
2025-08-08,0.2476104855749772,142
2025-08-11,0.21147309436056297,142
2025-08-12,0.30899915966481856,142
2025-08-13,0.258897418006461,142
2025-08-14,0.2765046973026597,142
2025-08-15,0.21802053274680216,142
2025-08-18,0.25543966856124223,142
2025-08-19,0.2406949866845397,142
2025-08-20,0.2690778706154747,142
2025-08-21,0.18775998608682712,142
2025-08-22,0.2196592964232634,142
2025-08-25,0.21186783434003714,142
2025-08-26,0.27086751790409097,142
2025-08-27,0.08123196469394824,142
2025-08-28,0.15298969590799705,142
2025-08-29,0.1377881719833808,142
2025-09-02,0.18688821410548714,142
2025-09-03,0.1363128655534208,142
2025-09-04,0.18161929040927594,142
2025-09-05,-0.012282345150561891,142
2025-09-08,0.07445896699276822,142
2025-09-09,0.11617582495885907,142
2025-09-10,0.12256936949774828,142
2025-09-11,0.04141545593082317,142
2025-09-12,0.09573115977796096,142
2025-09-15,0.09203452290023399,142
2025-09-16,0.14858007441480692,142
2025-09-17,0.09068733772232825,142
2025-09-18,0.0861291245320738,142
2025-09-19,0.024076313258213168,142
2025-09-22,0.11422470247762427,142
2025-09-23,-0.08630296883218669,142
2025-09-24,-0.00661999073746152,142
2025-09-25,0.10809717702136044,142
2025-09-26,0.14525854978260894,142
2025-09-29,0.05982725976316727,142
2025-09-30,0.03608412154057856,142
2025-10-01,0.010928538048705866,142
2025-10-02,0.011456628477905075,142
2025-10-03,0.03004041362937416,142
2025-10-06,-0.04816315496643923,142
2025-10-07,-0.04479757581345835,142
2025-10-08,0.00938617869993357,142
2025-10-09,0.03249436021884031,142
2025-10-10,0.1103394657485158,142
2025-10-13,-0.1079652675399621,142
2025-10-14,-0.029652758859219745,142
2025-10-15,0.10226942908550525,142
2025-10-16,-0.013849800184831652,142
2025-10-17,0.04064829386975027,142
2025-10-20,-0.044567106847289865,142
2025-10-21,-0.008803611974677423,142
2025-10-22,-0.053963943008380706,142
2025-10-23,-0.13591470046578955,142
2025-10-24,-0.023104053111234403,142
2025-10-27,-0.0551394044936235,142
2025-10-28,-0.13438434505261,142
2025-10-29,-0.23176673491327376,142
2025-10-30,-0.0503678835853532,142
2025-10-31,-0.0579875059991807,142
2025-11-03,-0.08678914732256059,142
2025-11-04,-0.13399889561932835,142
2025-11-05,-0.16244857929005369,142
2025-11-06,-0.1301344744557211,142
2025-11-07,-0.12213348533396481,142
2025-11-10,-0.19838387563889512,142
2025-11-11,-0.16611168274338786,142
2025-11-12,-0.18661919441062386,142
2025-11-13,-0.057811232818724585,142
2025-11-14,-0.15895731478590333,142
2025-11-17,-0.13935929219117713,142
2025-11-18,-0.13033984295596523,142
2025-11-19,-0.1483116823242685,142
2025-11-20,-0.1907014172522114,142
2025-11-21,-0.13706251794354882,142
2025-11-24,-0.06305860755965641,142
2025-11-25,-0.06724141905442475,142
2025-11-26,-0.13847495028196258,142
2025-11-28,-0.1471465304249242,142
2025-12-01,-0.14985823286692332,142
2025-12-02,-0.24297398735516806,142
2025-12-03,-0.22851436846042783,142
2025-12-04,-0.23604594386734035,142
2025-12-05,-0.2194655808680382,142
2025-12-08,-0.2277348063982766,142
2025-12-09,-0.1955799669314803,142
2025-12-10,-0.2795421539802721,142
2025-12-11,-0.20979230538715105,142
2025-12-12,-0.18903751328084561,142
2025-12-15,-0.07924080714011791,142
2025-12-16,-0.17243008819338437,142
2025-12-17,-0.10958307007375191,142
2025-12-18,-0.10264443378018447,142
2025-12-19,-0.12675637218639915,142
2025-12-22,-0.19438547667495826,142
2025-12-23,-0.17010169931955968,142
2025-12-24,-0.08728789939458205,142
2025-12-26,-0.13240610154005422,142
2025-12-29,-0.23080276032029107,142
2025-12-30,-0.19556739334983267,142
2025-12-31,-0.17130876315772928,142
2026-01-02,-0.11912839932018837,142
2026-01-05,-0.16886948831809487,142
2026-01-06,-0.13041947563973336,142
2026-01-07,-0.1627126245046533,142
2026-01-08,-0.000823569597917815,142
2026-01-09,-0.07825168538384002,142
2026-01-12,0.018141582720545862,142
2026-01-13,-0.041017118931413216,142
2026-01-14,0.09244316473195552,142
2026-01-15,0.019034307017525478,142
2026-01-16,0.0713487890593075,142
2026-01-20,0.025237273963674926,142
2026-01-21,0.013149870806448572,142
2026-01-22,0.02976376335681101,142
2026-01-23,-0.015128130170244301,142
2026-01-26,0.05680121460929101,142
2026-01-27,-0.10908641307827496,142
2026-01-28,-0.03570481809677551,142
2026-01-29,0.008418021733463272,142
2026-01-30,0.048523750547903186,142
2026-02-02,-0.054852479835515694,142
2026-02-03,-0.030924853674601915,142
2026-02-04,0.1700982210417946,142
2026-02-05,0.1656806841748121,142
2026-02-06,0.14893213506982855,142
2026-02-09,0.06547342126909653,142
2026-02-10,0.1927098068078009,142
