date,label,arm,g
2018-05-03,z,treatment_u,-0.3619170153965725
2018-05-04,z,treatment_u,-0.4751034005237507
2018-05-07,z,treatment_u,-0.5240700395740755
2018-05-08,z,treatment_u,-0.6163188058413855
2018-05-09,z,treatment_u,-0.6978868593106399
2018-05-10,z,treatment_u,-0.4581347772658277
2018-05-11,z,treatment_u,-0.5153847369172158
2018-05-14,z,treatment_u,-0.30506847804302567
2018-05-15,z,treatment_u,-0.31444680658539576
2018-05-16,z,treatment_u,-0.13208484525086692
2018-05-17,z,treatment_u,-0.36269899125533
2018-05-18,z,treatment_u,-0.386729514753481
2018-05-21,z,treatment_u,-0.2850130003397004
2018-05-22,z,treatment_u,-0.4556524528796887
2018-05-23,z,treatment_u,-0.4542690400825816
2018-05-24,z,treatment_u,-0.4873653206187481
2018-05-25,z,treatment_u,-0.5053565057035485
2018-05-29,z,treatment_u,-0.5082115199061238
2018-05-30,z,treatment_u,-0.7289480382268473
2018-05-31,z,treatment_u,-0.8350938565896413
2018-06-01,z,treatment_u,-0.8029437025362663
2018-06-04,z,treatment_u,-0.6216145815416257
2018-06-05,z,treatment_u,-0.6434375313516327
2018-06-06,z,treatment_u,-0.6087934872493672
2018-06-07,z,treatment_u,-0.7147393691613708
2018-06-08,z,treatment_u,-0.5980742453321956
2018-06-11,z,treatment_u,-0.5436597181765014
2018-06-12,z,treatment_u,-0.5640905419797649
2018-06-13,z,treatment_u,-0.4166287413980247
2018-06-14,z,treatment_u,-0.2439779823593759
2018-06-15,z,treatment_u,-0.08018588722643881
2018-06-18,z,treatment_u,-0.2378710026524921
2018-06-19,z,treatment_u,-0.10735901660437927
2018-06-20,z,treatment_u,-0.1522501120645664
2018-06-21,z,treatment_u,-0.2797177226021478
2018-06-22,z,treatment_u,-0.30517567154052133
2018-06-25,z,treatment_u,-0.5654568286305984
2018-06-26,z,treatment_u,-0.7022284758591866
2018-06-27,z,treatment_u,-0.5629543573048381
2018-06-28,z,treatment_u,-0.7048858375367965
2018-06-29,z,treatment_u,-0.6474743854984839
2018-07-02,z,treatment_u,-0.7724652127749799
2018-07-03,z,treatment_u,-0.7626635153975865
2018-07-05,z,treatment_u,-0.6699351114210819
2018-07-06,z,treatment_u,-0.7073792007102313
2018-07-09,z,treatment_u,-0.721292313473174
2018-07-10,z,treatment_u,-0.558909451529369
2018-07-11,z,treatment_u,-0.5379089770005631
2018-07-12,z,treatment_u,-0.5972897812632677
2018-07-13,z,treatment_u,-0.5219753776356773
