fold,date,ticker,recipe_score,regime
1,2019-04-01,AZN,0.5309377327334469,BULL_CALM
1,2019-04-01,BA,0.8501709442235517,BULL_CALM
1,2019-04-01,BAC,-1.669987537258061,BULL_CALM
1,2019-04-01,BBY,-0.6204150173769345,BULL_CALM
1,2019-04-01,BC,-1.3291282497269963,BULL_CALM
1,2019-04-01,BDX,-1.055674150536541,BULL_CALM
1,2019-04-01,BHF,-1.1686317504768717,BULL_CALM
1,2019-04-01,BIO,0.9267165644764478,BULL_CALM
1,2019-04-01,BKNG,0.027172404011083007,BULL_CALM
1,2019-04-01,BLK,-2.3372217964934783,BULL_CALM
1,2019-04-01,BMY,-1.3190962966821265,BULL_CALM
1,2019-04-01,BSX,2.33601559098719,BULL_CALM
1,2019-04-01,BWXT,-1.3804878610354843,BULL_CALM
1,2019-04-01,BX,-0.8810626993917857,BULL_CALM
1,2019-04-01,C,-2.149859096538858,BULL_CALM
1,2019-04-01,CACI,-0.8859841757784734,BULL_CALM
1,2019-04-01,CAT,-1.8868871811487526,BULL_CALM
1,2019-04-01,CB,-1.6810226883256525,BULL_CALM
1,2019-04-01,CCI,-0.018033572001601605,BULL_CALM
1,2019-04-01,CF,-1.2246453026671078,BULL_CALM
1,2019-04-01,CG,-1.416226955118294,BULL_CALM
1,2019-04-01,CGNX,0.32821198623561365,BULL_CALM
1,2019-04-01,CHTR,-0.794495885678856,BULL_CALM
1,2019-04-01,CI,2.8472428397817082,BULL_CALM
1,2019-04-01,CMCSA,-1.0215293397752727,BULL_CALM
1,2019-04-01,CME,-0.5105481653863677,BULL_CALM
1,2019-04-01,CMG,1.91597526409209,BULL_CALM
1,2019-04-01,CNC,2.8759757723438164,BULL_CALM
1,2019-04-01,CNH,-2.2436085160590817,BULL_CALM
1,2019-04-01,COF,-2.07993242864137,BULL_CALM
1,2019-04-01,COHR,0.3870145578253681,BULL_CALM
1,2019-04-01,COLB,-1.1427063537669846,BULL_CALM
1,2019-04-01,COP,0.33400962625438946,BULL_CALM
1,2019-04-01,COST,1.6328729377690827,BULL_CALM
1,2019-04-01,CPAY,-0.5252060546840064,BULL_CALM
1,2019-04-01,CRH,-1.5278396064323427,BULL_CALM
1,2019-04-01,CRL,0.7252128522392034,BULL_CALM
1,2019-04-01,CRM,2.9450391787285612,BULL_CALM
1,2019-04-01,CRUS,0.5029281729395996,BULL_CALM
1,2019-04-01,CSCO,-0.4538217005901354,BULL_CALM
1,2019-04-01,CSX,-0.611350715505362,BULL_CALM
1,2019-04-01,CTAS,1.066865585655044,BULL_CALM
1,2019-04-01,CVS,1.3465467726033862,BULL_CALM
1,2019-04-01,CVX,-1.536085548429545,BULL_CALM
1,2019-04-01,D,0.47062148555097494,BULL_CALM
1,2019-04-01,DAR,-0.8409419048420822,BULL_CALM
1,2019-04-01,DD,-2.331208354231209,BULL_CALM
1,2019-04-01,DE,-2.722036291678594,BULL_CALM
1,2019-04-01,DECK,1.5375628910167896,BULL_CALM
1,2019-04-01,DELL,2.7392971685467327,BULL_CALM
1,2019-04-01,DG,1.2921536995899672,BULL_CALM
1,2019-04-01,DHI,-1.4363938028713705,BULL_CALM
1,2019-04-01,DHR,1.2661634890059195,BULL_CALM
1,2019-04-01,DINO,-0.5337384676375974,BULL_CALM
1,2019-04-01,DIS,-1.134060870824115,BULL_CALM
1,2019-04-01,DKS,2.680847157015422,BULL_CALM
1,2019-04-01,DLR,0.37169394872111505,BULL_CALM
1,2019-04-01,DLTR,2.1857650738928154,BULL_CALM
1,2019-04-01,DOCU,3.2383157281693915,BULL_CALM
1,2019-04-01,DOW,,BULL_CALM
1,2019-04-01,DPZ,1.4452094244033282,BULL_CALM
1,2019-04-01,DUK,0.5774677824394465,BULL_CALM
1,2019-04-01,DVN,-0.3984209227892389,BULL_CALM
1,2019-04-01,DXCM,3.993506236317395,BULL_CALM
1,2019-04-01,ED,1.2341991481793186,BULL_CALM
1,2019-04-01,ELAN,,BULL_CALM
1,2019-04-01,ELV,2.717308119942767,BULL_CALM
1,2019-04-01,EME,-0.08025764751988451,BULL_CALM
1,2019-04-01,EMR,-0.800903356477074,BULL_CALM
1,2019-04-01,EOG,-1.5365233406671899,BULL_CALM
1,2019-04-01,EPAM,1.8042624479949367,BULL_CALM
1,2019-04-01,EQIX,0.19723514905350642,BULL_CALM
1,2019-04-01,EQT,-0.8734012299790228,BULL_CALM
1,2019-04-01,ESI,0.5774604721707159,BULL_CALM
1,2019-04-01,ESTC,,BULL_CALM
1,2019-04-01,ETN,-2.3812019496265786,BULL_CALM
1,2019-04-01,EW,1.5749332785272467,BULL_CALM
1,2019-04-01,EXC,2.190539496030349,BULL_CALM
1,2019-04-01,EXEL,0.7845286530666182,BULL_CALM
1,2019-04-01,EXPE,1.2444966298110813,BULL_CALM
1,2019-04-01,F,-1.8791179071655935,BULL_CALM
1,2019-04-01,FANG,-1.4481768242352608,BULL_CALM
1,2019-04-01,FAST,0.09553948561305281,BULL_CALM
1,2019-04-01,FBIN,-0.5425852180714776,BULL_CALM
1,2019-04-01,FCNCA,-2.1972943814194585,BULL_CALM
1,2019-04-01,FCX,-1.3427975939805643,BULL_CALM
1,2019-04-01,FDX,-0.9497506856294189,BULL_CALM
1,2019-04-01,FICO,1.6895251396786297,BULL_CALM
1,2019-04-01,FITB,-1.4391661108793024,BULL_CALM
1,2019-04-01,FLS,-2.0710290743907427,BULL_CALM
1,2019-04-01,FRPT,3.47810676269662,BULL_CALM
1,2019-04-01,FTNT,1.9177792916505345,BULL_CALM
1,2019-04-01,GD,-3.2966349424569,BULL_CALM
1,2019-04-01,GE,-1.3467146661742846,BULL_CALM
1,2019-04-01,GILD,-1.5774729633467273,BULL_CALM
1,2019-04-01,GLD,-1.318796322883455,BULL_CALM
1,2019-04-01,GLW,-0.9109249323370767,BULL_CALM
1,2019-04-01,GM,-0.9923315824481235,BULL_CALM
1,2019-04-01,GME,3.0869076353973197,BULL_CALM
1,2019-04-01,GMED,0.490148690620277,BULL_CALM
1,2019-04-01,GOOG,0.3000390793958652,BULL_CALM
1,2019-04-01,GRMN,1.9565051992831803,BULL_CALM
1,2019-04-01,GS,-2.175120756685343,BULL_CALM
1,2019-04-01,GTES,-1.986885395619886,BULL_CALM
1,2019-04-01,GWRE,0.2544680836021104,BULL_CALM
1,2019-04-01,HALO,0.05129699182600289,BULL_CALM
1,2019-04-01,HCA,1.0247754493004004,BULL_CALM
1,2019-04-01,HD,0.6116974530063841,BULL_CALM
1,2019-04-01,HII,-2.5082000380371525,BULL_CALM
1,2019-04-01,HLNE,0.48268436006200055,BULL_CALM
1,2019-04-01,HLT,-0.2236243814467881,BULL_CALM
1,2019-04-01,HON,-1.276013565703544,BULL_CALM
1,2019-04-01,HPE,-1.6079828986538085,BULL_CALM
1,2019-04-01,HUBS,2.9061634556446783,BULL_CALM
1,2019-04-01,HUM,0.06703850954499013,BULL_CALM
1,2019-04-01,IAC,0.020482887807927286,BULL_CALM
1,2019-04-01,IBM,-0.9380726529891565,BULL_CALM
1,2019-04-01,ICE,-0.7289559056842306,BULL_CALM
1,2019-04-01,INTC,0.5420337413069072,BULL_CALM
1,2019-04-01,INTU,2.6782863508738153,BULL_CALM
1,2019-04-01,ISRG,1.1738257676907848,BULL_CALM
1,2019-04-01,ITW,-0.4226646470533253,BULL_CALM
1,2019-04-01,JNJ,0.3669340352355446,BULL_CALM
1,2019-04-01,JPM,-2.26757036728106,BULL_CALM
1,2019-04-01,KKR,0.6682760753039265,BULL_CALM
1,2019-04-01,KLAC,-0.18244238208243632,BULL_CALM
1,2019-04-01,KMI,-0.6372342409650636,BULL_CALM
1,2019-04-01,KO,0.26395540082555385,BULL_CALM
1,2019-04-01,LHX,-1.6044153121351312,BULL_CALM
1,2019-04-01,LIN,-0.5697606950255386,BULL_CALM
1,2019-04-01,LITE,-0.5308096909527815,BULL_CALM
1,2019-04-01,LLY,2.5182270767603625,BULL_CALM
1,2019-04-01,LMT,-1.615040744244335,BULL_CALM
1,2019-04-01,LOW,0.7419298947377075,BULL_CALM
1,2019-04-01,LRCX,0.8693294813064842,BULL_CALM
1,2019-04-01,MA,2.6754559547886387,BULL_CALM
1,2019-04-01,MAR,-0.01734099081327789,BULL_CALM
1,2019-04-01,MCD,0.8221678729601054,BULL_CALM
1,2019-04-01,MCHP,-0.15381596700909578,BULL_CALM
1,2019-04-01,MCO,0.11246584185293323,BULL_CALM
1,2019-04-01,MDB,5.307514672513746,BULL_CALM
1,2019-04-01,MDT,-0.488678209450379,BULL_CALM
1,2019-04-01,META,0.5322450052301224,BULL_CALM
1,2019-04-01,MMM,-2.2381098932576338,BULL_CALM
1,2019-04-01,MO,-1.0152768643416306,BULL_CALM
1,2019-04-01,MPC,0.9645995363711244,BULL_CALM
1,2019-04-01,MPWR,1.5334935822368374,BULL_CALM
1,2019-04-01,MRK,1.510936567293929,BULL_CALM
1,2019-04-01,MRVL,-0.9598335513646331,BULL_CALM
1,2019-04-01,MS,-2.018360589573229,BULL_CALM
1,2019-04-01,MSFT,0.10201221633280877,BULL_CALM
1,2019-04-01,MU,0.582772388150095,BULL_CALM
1,2019-04-01,NEE,1.4870296502847005,BULL_CALM
1,2019-04-01,NEM,-1.2508991509019212,BULL_CALM
1,2019-04-01,NFLX,-0.7440547422889997,BULL_CALM
1,2019-04-01,NKE,1.725688388972861,BULL_CALM
1,2019-04-01,NOC,-2.3276634716573557,BULL_CALM
1,2019-04-01,NOW,2.971348872861224,BULL_CALM
1,2019-04-01,NSC,-0.2088700327720453,BULL_CALM
1,2019-04-01,NVDA,0.020813972312437423,BULL_CALM
1,2019-04-01,NVO,-0.8204589232794021,BULL_CALM
1,2019-04-01,NXPI,-0.8631348332561899,BULL_CALM
1,2019-04-01,O,0.7223497515961053,BULL_CALM
1,2019-04-01,OKE,-0.6563122576788695,BULL_CALM
1,2019-04-01,OKTA,3.476636013756387,BULL_CALM
1,2019-04-01,ON,-0.57521093020931,BULL_CALM
1,2019-04-01,ORCL,-0.14739237266582106,BULL_CALM
1,2019-04-01,OXY,-0.8947901492776605,BULL_CALM
1,2019-04-01,PANW,1.5778887232590673,BULL_CALM
1,2019-04-01,PCTY,2.7266662790115164,BULL_CALM
1,2019-04-01,PEG,0.32067948353439535,BULL_CALM
1,2019-04-01,PEP,-0.7606598216164564,BULL_CALM
1,2019-04-01,PFE,-0.8842408952998729,BULL_CALM
1,2019-04-01,PG,-0.2664933470625114,BULL_CALM
1,2019-04-01,PGR,0.4880314133093289,BULL_CALM
1,2019-04-01,PH,-2.2123770376612324,BULL_CALM
1,2019-04-01,PLD,0.6208180739303564,BULL_CALM
1,2019-04-01,PM,0.7258404894428486,BULL_CALM
1,2019-04-01,PNC,-2.261204089594198,BULL_CALM
1,2019-04-01,PSA,-0.4844523223439372,BULL_CALM
1,2019-04-01,PSX,-0.8985228131279387,BULL_CALM
1,2019-04-01,PYPL,-0.16580073211152568,BULL_CALM
1,2019-04-01,QCOM,0.19826279792326762,BULL_CALM
1,2019-04-01,REGN,-0.02157844247243379,BULL_CALM
1,2019-04-01,ROST,0.16974362733896275,BULL_CALM
1,2019-04-01,RTX,-1.836840303705801,BULL_CALM
1,2019-04-01,SBUX,1.9060926247436143,BULL_CALM
1,2019-04-01,SCHW,-1.588522806676043,BULL_CALM
1,2019-04-01,SHOP,1.0732947962593533,BULL_CALM
1,2019-04-01,SHW,0.2878903079144772,BULL_CALM
1,2019-04-01,SLB,-2.7317191118461457,BULL_CALM
1,2019-04-01,SMCI,-0.06938726132746265,BULL_CALM
1,2019-04-01,SO,1.0501107818717181,BULL_CALM
1,2019-04-01,SPG,0.31762716251094625,BULL_CALM
1,2019-04-01,SPGI,-0.521898201832632,BULL_CALM
1,2019-04-01,SPOT,-0.9576173449994385,BULL_CALM
1,2019-04-01,SPY,-0.9783346226420744,BULL_CALM
1,2019-04-01,SRE,0.3828427882661064,BULL_CALM
1,2019-04-01,STZ,-0.9258235847872429,BULL_CALM
1,2019-04-01,SYK,0.48671001136429437,BULL_CALM
1,2019-04-01,T,-2.3691579765398214,BULL_CALM
1,2019-04-01,TEAM,2.0859788810313233,BULL_CALM
1,2019-04-01,TGT,0.5222142441315012,BULL_CALM
1,2019-04-01,TJX,0.412643003378329,BULL_CALM
1,2019-04-01,TLT,-1.3929548528805507,BULL_CALM
1,2019-04-01,TMO,0.2994378868732046,BULL_CALM
1,2019-04-01,TMUS,0.7757252351081083,BULL_CALM
1,2019-04-01,TRV,-1.7205447286973943,BULL_CALM
1,2019-04-01,TSLA,0.7512024244301861,BULL_CALM
1,2019-04-01,TSM,-1.2625840796519026,BULL_CALM
1,2019-04-01,TXN,-0.43361099488122146,BULL_CALM
1,2019-04-01,UNH,0.9316537665266365,BULL_CALM
1,2019-04-01,UNP,-0.9192065715894373,BULL_CALM
1,2019-04-01,UPS,0.4411794854459711,BULL_CALM
1,2019-04-01,URI,-0.8960942550832849,BULL_CALM
1,2019-04-01,USB,-2.2676151887276736,BULL_CALM
1,2019-04-01,V,-0.03603260423589838,BULL_CALM
1,2019-04-01,VEEV,4.184776292615197,BULL_CALM
1,2019-04-01,VLO,-1.8389304521221055,BULL_CALM
1,2019-04-01,VRT,,BULL_CALM
1,2019-04-01,VRTX,0.26744145727676877,BULL_CALM
1,2019-04-01,VTR,0.979168796357342,BULL_CALM
1,2019-04-01,VZ,1.0568788421620343,BULL_CALM
1,2019-04-01,WDAY,3.468658708473557,BULL_CALM
1,2019-04-01,WDC,-0.05554991318447611,BULL_CALM
1,2019-04-01,WELL,0.5639488426330868,BULL_CALM
1,2019-04-01,WFC,-2.266096514248791,BULL_CALM
1,2019-04-01,WIT,1.0474766364812946,BULL_CALM
1,2019-04-01,WM,-0.5241232704288654,BULL_CALM
1,2019-04-01,WMB,-1.3265829238746027,BULL_CALM
1,2019-04-01,WMT,1.2099009680734343,BULL_CALM
1,2019-04-01,XEL,1.3205889030039875,BULL_CALM
1,2019-04-01,XLE,-1.667690604574688,BULL_CALM
1,2019-04-01,XLF,-2.306867762558566,BULL_CALM
1,2019-04-01,XLI,-1.1461596601876092,BULL_CALM
1,2019-04-01,XLK,-0.8439238066932984,BULL_CALM
1,2019-04-01,XLU,0.14833800796242336,BULL_CALM
1,2019-04-01,XLV,-0.4015725228710847,BULL_CALM
1,2019-04-01,XLY,-0.5604190120265298,BULL_CALM
1,2019-04-01,XOM,-0.8311651510728902,BULL_CALM
1,2019-04-01,YUM,2.3719140642115626,BULL_CALM
1,2019-04-01,ZS,1.9679539174206748,BULL_CALM
1,2019-04-01,ZTS,0.8313852897055659,BULL_CALM
1,2019-04-02,AAPL,-0.7082394613158216,BULL_CALM
1,2019-04-02,ABBV,0.6464391595657577,BULL_CALM
1,2019-04-02,ABT,0.4309210008223491,BULL_CALM
1,2019-04-02,ADBE,2.0466170087676874,BULL_CALM
1,2019-04-02,ADI,-0.8845505513885203,BULL_CALM
1,2019-04-02,AEP,1.3832038369414703,BULL_CALM
1,2019-04-02,AES,1.1423661723809346,BULL_CALM
1,2019-04-02,AGCO,-0.9313687193840279,BULL_CALM
1,2019-04-02,AIG,-0.6951027186521601,BULL_CALM
1,2019-04-02,AKAM,-0.2765816642080943,BULL_CALM
1,2019-04-02,ALL,-1.6407018123771082,BULL_CALM
1,2019-04-02,ALNY,-0.38254442300148095,BULL_CALM
1,2019-04-02,AMAT,-0.8940249974252114,BULL_CALM
1,2019-04-02,AMD,1.4026795554317673,BULL_CALM
1,2019-04-02,AMGN,-1.1606170074709823,BULL_CALM
1,2019-04-02,AMT,1.902167272764439,BULL_CALM
1,2019-04-02,AMZN,1.3401742992850518,BULL_CALM
1,2019-04-02,ANET,0.5151860741463162,BULL_CALM
1,2019-04-02,AON,0.8549096743823081,BULL_CALM
1,2019-04-02,APA,-1.9743040704544677,BULL_CALM
1,2019-04-02,APD,-1.2730177093853456,BULL_CALM
1,2019-04-02,APH,-0.7130179696701953,BULL_CALM
1,2019-04-02,APO,-1.7716392078718322,BULL_CALM
1,2019-04-02,APPF,2.170533456793613,BULL_CALM
1,2019-04-02,APTV,-1.0901469268768653,BULL_CALM
1,2019-04-02,ARE,0.4279827117726532,BULL_CALM
1,2019-04-02,ARES,-0.20668877296340182,BULL_CALM
1,2019-04-02,ASML,-1.1146560412787445,BULL_CALM
1,2019-04-02,ATI,-1.05185589055837,BULL_CALM
1,2019-04-02,AVB,1.0128364306408701,BULL_CALM
1,2019-04-02,AVGO,-0.37848691372009813,BULL_CALM
1,2019-04-02,AXP,-1.0564081432160062,BULL_CALM
1,2019-04-02,AYI,-0.03569687690396606,BULL_CALM
1,2019-04-02,AZN,0.4972261339951962,BULL_CALM
1,2019-04-02,BA,0.8127314911320864,BULL_CALM
1,2019-04-02,BAC,-1.744260515778219,BULL_CALM
1,2019-04-02,BBY,-0.595186265513094,BULL_CALM
1,2019-04-02,BC,-1.2506746828093922,BULL_CALM
1,2019-04-02,BDX,-1.1216409670473748,BULL_CALM
1,2019-04-02,BHF,-0.9291724186571139,BULL_CALM
1,2019-04-02,BIO,1.0136689463260216,BULL_CALM
1,2019-04-02,BKNG,0.059527636686173,BULL_CALM
1,2019-04-02,BLK,-2.4390820243892284,BULL_CALM
1,2019-04-02,BMY,-1.3382307287578024,BULL_CALM
1,2019-04-02,BSX,2.4184548742197842,BULL_CALM
1,2019-04-02,BWXT,-1.4629582156697332,BULL_CALM
1,2019-04-02,BX,-0.8089618997694104,BULL_CALM
1,2019-04-02,C,-2.2238195218550683,BULL_CALM
1,2019-04-02,CACI,-0.9098216649887718,BULL_CALM
1,2019-04-02,CAT,-1.8107569864039603,BULL_CALM
1,2019-04-02,CB,-1.7284002526725315,BULL_CALM
1,2019-04-02,CCI,-0.001991966404254697,BULL_CALM
1,2019-04-02,CF,-1.3622631117084896,BULL_CALM
1,2019-04-02,CG,-1.1925577251887982,BULL_CALM
1,2019-04-02,CGNX,0.20025993388108437,BULL_CALM
1,2019-04-02,CHTR,-0.8415919770043828,BULL_CALM
1,2019-04-02,CI,3.055232815174199,BULL_CALM
1,2019-04-02,CMCSA,-1.0228221391621772,BULL_CALM
1,2019-04-02,CME,-0.4002498105330979,BULL_CALM
1,2019-04-02,CMG,1.8910954831176046,BULL_CALM
1,2019-04-02,CNC,2.7167174308687723,BULL_CALM
1,2019-04-02,CNH,-2.23337466740374,BULL_CALM
1,2019-04-02,COF,-2.166563874516126,BULL_CALM
1,2019-04-02,COHR,0.1572569277115188,BULL_CALM
1,2019-04-02,COLB,-1.251707535780322,BULL_CALM
1,2019-04-02,COP,0.28615229584708096,BULL_CALM
1,2019-04-02,COST,1.5212463449293785,BULL_CALM
1,2019-04-02,CPAY,-0.6160843640147371,BULL_CALM
1,2019-04-02,CRH,-1.3856622868017963,BULL_CALM
1,2019-04-02,CRL,0.7122378218396008,BULL_CALM
1,2019-04-02,CRM,2.90089635867838,BULL_CALM
1,2019-04-02,CRUS,0.5153970320719035,BULL_CALM
1,2019-04-02,CSCO,-0.4974781567350933,BULL_CALM
1,2019-04-02,CSX,-0.6742266199629758,BULL_CALM
1,2019-04-02,CTAS,1.0545253180000058,BULL_CALM
1,2019-04-02,CVS,1.2132395633869257,BULL_CALM
1,2019-04-02,CVX,-1.579443988028773,BULL_CALM
1,2019-04-02,D,0.432024056560424,BULL_CALM
1,2019-04-02,DAR,-0.796372840944621,BULL_CALM
1,2019-04-02,DD,-2.298942049757363,BULL_CALM
1,2019-04-02,DE,-2.6788915132624993,BULL_CALM
1,2019-04-02,DECK,1.3925406374104212,BULL_CALM
1,2019-04-02,DELL,2.8005009297617254,BULL_CALM
1,2019-04-02,DG,1.4316620921174301,BULL_CALM
1,2019-04-02,DHI,-1.4176893436988145,BULL_CALM
1,2019-04-02,DHR,1.317757040512636,BULL_CALM
1,2019-04-02,DINO,-0.536981817321756,BULL_CALM
1,2019-04-02,DIS,-1.0430084933703536,BULL_CALM
1,2019-04-02,DKS,2.7368793136210883,BULL_CALM
1,2019-04-02,DLR,0.28755214461561657,BULL_CALM
1,2019-04-02,DLTR,2.108189910641487,BULL_CALM
1,2019-04-02,DOCU,3.0420032339621015,BULL_CALM
1,2019-04-02,DOW,,BULL_CALM
1,2019-04-02,DPZ,1.4823912633081946,BULL_CALM
1,2019-04-02,DUK,0.6117049342556675,BULL_CALM
1,2019-04-02,DVN,-0.359599906509654,BULL_CALM
1,2019-04-02,DXCM,3.8140986866458566,BULL_CALM
1,2019-04-02,ED,1.288152100793476,BULL_CALM
1,2019-04-02,ELAN,,BULL_CALM
1,2019-04-02,ELV,2.7213198433101873,BULL_CALM
1,2019-04-02,EME,-0.05502161231849978,BULL_CALM
1,2019-04-02,EMR,-1.0030702648552436,BULL_CALM
1,2019-04-02,EOG,-1.5265365843417107,BULL_CALM
1,2019-04-02,EPAM,1.7193456081410683,BULL_CALM
1,2019-04-02,EQIX,-0.041712323555961994,BULL_CALM
1,2019-04-02,EQT,-1.011706014294579,BULL_CALM
1,2019-04-02,ESI,1.052407526360028,BULL_CALM
1,2019-04-02,ESTC,,BULL_CALM
1,2019-04-02,ETN,-2.3484477009567324,BULL_CALM
1,2019-04-02,EW,1.5421422298151706,BULL_CALM
1,2019-04-02,EXC,2.1841482612005394,BULL_CALM
1,2019-04-02,EXEL,0.7942763345362303,BULL_CALM
1,2019-04-02,EXPE,1.2510815171120293,BULL_CALM
1,2019-04-02,F,-1.914342721094011,BULL_CALM
1,2019-04-02,FANG,-1.2933557414776393,BULL_CALM
1,2019-04-02,FAST,0.08065078480930932,BULL_CALM
1,2019-04-02,FBIN,-0.49631585714967685,BULL_CALM
1,2019-04-02,FCNCA,-2.3066366808325793,BULL_CALM
1,2019-04-02,FCX,-1.1986480376582045,BULL_CALM
1,2019-04-02,FDX,-0.8783147883792382,BULL_CALM
1,2019-04-02,FICO,1.6850512611037316,BULL_CALM
1,2019-04-02,FITB,-1.674118076765498,BULL_CALM
1,2019-04-02,FLS,-2.1341878295886874,BULL_CALM
1,2019-04-02,FRPT,3.3934148032494758,BULL_CALM
1,2019-04-02,FTNT,1.9960508403355914,BULL_CALM
1,2019-04-02,GD,-3.314214092367486,BULL_CALM
1,2019-04-02,GE,-1.2915831435430931,BULL_CALM
1,2019-04-02,GILD,-1.5648156761369585,BULL_CALM
1,2019-04-02,GLD,-1.1488763635900157,BULL_CALM
1,2019-04-02,GLW,-1.012765449481441,BULL_CALM
1,2019-04-02,GM,-0.941838488078455,BULL_CALM
1,2019-04-02,GME,3.3328095470837176,BULL_CALM
1,2019-04-02,GMED,0.5485602151594118,BULL_CALM
1,2019-04-02,GOOG,0.4231700385183866,BULL_CALM
1,2019-04-02,GRMN,1.9931296605170672,BULL_CALM
1,2019-04-02,GS,-2.1504060463967067,BULL_CALM
1,2019-04-02,GTES,-2.0010899260616366,BULL_CALM
1,2019-04-02,GWRE,0.9147073824385734,BULL_CALM
1,2019-04-02,HALO,-0.14599944260104086,BULL_CALM
1,2019-04-02,HCA,1.3159291942654918,BULL_CALM
1,2019-04-02,HD,0.7218264065668285,BULL_CALM
1,2019-04-02,HII,-2.469613956196813,BULL_CALM
1,2019-04-02,HLNE,0.5073300600427344,BULL_CALM
1,2019-04-02,HLT,-0.1791257929360225,BULL_CALM
1,2019-04-02,HON,-1.2433382927739134,BULL_CALM
1,2019-04-02,HPE,-1.5502981279165529,BULL_CALM
1,2019-04-02,HUBS,2.9450856944913686,BULL_CALM
1,2019-04-02,HUM,0.11793042820848565,BULL_CALM
1,2019-04-02,IAC,-0.15392522029554656,BULL_CALM
1,2019-04-02,IBM,-0.8398882196672128,BULL_CALM
1,2019-04-02,ICE,-0.6903678679071715,BULL_CALM
1,2019-04-02,INTC,0.5142983872786512,BULL_CALM
1,2019-04-02,INTU,2.6964932413779845,BULL_CALM
1,2019-04-02,ISRG,1.217266258239249,BULL_CALM
1,2019-04-02,ITW,-0.4880714790141283,BULL_CALM
1,2019-04-02,JNJ,0.3221072772972431,BULL_CALM
1,2019-04-02,JPM,-2.248375419005648,BULL_CALM
1,2019-04-02,KKR,0.1020488374475016,BULL_CALM
1,2019-04-02,KLAC,-0.13158631838828802,BULL_CALM
1,2019-04-02,KMI,-0.6206112243895786,BULL_CALM
1,2019-04-02,KO,0.30003306039202804,BULL_CALM
1,2019-04-02,LHX,-1.5438887643844283,BULL_CALM
1,2019-04-02,LIN,-0.5106661792713667,BULL_CALM
1,2019-04-02,LITE,-0.2959208510144907,BULL_CALM
1,2019-04-02,LLY,2.5619711339544686,BULL_CALM
1,2019-04-02,LMT,-1.737026194099492,BULL_CALM
1,2019-04-02,LOW,0.4658515771754778,BULL_CALM
1,2019-04-02,LRCX,0.9198355187750824,BULL_CALM
1,2019-04-02,MA,2.782040625291333,BULL_CALM
1,2019-04-02,MAR,0.20007874213575483,BULL_CALM
1,2019-04-02,MCD,0.8924801344427122,BULL_CALM
1,2019-04-02,MCHP,-0.3968644052365763,BULL_CALM
1,2019-04-02,MCO,0.11515023676642644,BULL_CALM
1,2019-04-02,MDB,4.7579037448387025,BULL_CALM
1,2019-04-02,MDT,-0.12505226629711708,BULL_CALM
1,2019-04-02,META,0.6484631209532569,BULL_CALM
1,2019-04-02,MMM,-2.149396840576811,BULL_CALM
1,2019-04-02,MO,-1.0483534668120682,BULL_CALM
1,2019-04-02,MPC,1.103627707398504,BULL_CALM
1,2019-04-02,MPWR,1.5085937894326154,BULL_CALM
1,2019-04-02,MRK,1.515225136094947,BULL_CALM
1,2019-04-02,MRVL,-0.8807704172785664,BULL_CALM
1,2019-04-02,MS,-2.0277526578798466,BULL_CALM
1,2019-04-02,MSFT,0.10143768120517616,BULL_CALM
1,2019-04-02,MU,0.6024838324071404,BULL_CALM
