run_date,ticker,run_id,run_type,n_candidates_that_date,fwd_20d,fwd_60d,win,panel_score,raw_score,rank_score,mu,sigma,expected_return,sector,active_scorer,selected,blocked_by,kelly_target_pct
2024-01-03,GLD,2024-01-03-sim-0237fd46,sim,23,0.006767825021154028,0.09882092718702573,1,0.01701320894062519,0.0,0.28291070382458783,0.009299757848462159,0.007664308666163151,,,,0,,
2024-01-03,GOOG,2024-01-03-sim-0237fd46,sim,23,0.016742705138904856,0.11499002079982978,1,-0.022900206968188286,0.06666666666666667,0.22438278348263055,0.006669883243510105,0.05802773943119112,,,,0,,
2024-01-03,JPM,2024-01-03-sim-0237fd46,sim,23,0.014008018857380122,0.16115099699571167,1,-0.020636480301618576,-0.13502946582541028,0.22438278348263055,0.0059774004298908156,0.03090536097771501,,,,0,,
2024-01-03,MA,2024-01-03-sim-0237fd46,sim,23,0.10065197010258164,0.14239321452632958,1,0.00779996532946825,0.0,0.26197541331072494,0.007124587153841597,0.03883026564916297,,,,0,,
2024-01-03,MRK,2024-01-03-sim-0237fd46,sim,23,0.1011588476948253,0.14132621176718962,1,0.02772730588912964,1.0,0.3392857142857143,0.01048343292053775,0.05215332722729495,,,,1,,
2024-01-03,MU,2024-01-03-sim-0237fd46,sim,23,0.04072451236474772,0.5110624826620482,1,-0.018657296895980835,2.0,0.22438278348263055,0.009182462350867187,0.06788468363854218,,,,0,,
2024-01-03,NFLX,2024-01-03-sim-0237fd46,sim,23,0.20680045660203983,0.30631987581670495,1,-0.008732130751013756,53.13459577776866,0.2359093550261476,0.007187204010580113,0.05759874221540486,,,,0,,
2024-01-03,OXY,2024-01-03-sim-0237fd46,sim,23,-0.05428148626293605,0.09519875573274539,0,-0.015786265954375267,-0.2,0.22438278348263055,0.009177336939365115,0.04192749736507699,,,,0,,
2024-01-03,PLTR,2024-01-03-sim-0237fd46,sim,23,0.014916082588076529,0.42075825938850575,1,-0.012918456457555294,0.0,0.22438278348263055,0.013042076992545733,0.12302350435785911,,,,0,,
2024-01-03,RTX,2024-01-03-sim-0237fd46,sim,23,0.07662653325341218,0.14192268939675468,1,-0.004977293778210878,0.4157488851567491,0.23891059526545622,0.008707966483104929,0.04304191350534025,,,,0,,
2024-01-03,SHOP,2024-01-03-sim-0237fd46,sim,23,0.06822614239348201,0.08869399573446524,1,-0.036239974200725555,0.2,0.0,-0.013472135074147861,0.11640780519076122,,,,0,,
2024-01-03,SPOT,2024-01-03-sim-0237fd46,sim,23,0.16505269697509983,0.41763322983272655,1,0.014294350519776344,0.4305894957470836,0.28291070382458783,0.008921239261581147,0.0620742527184064,,,,0,,
2024-01-03,TSLA,2024-01-03-sim-0237fd46,sim,23,-0.20796811479370492,-0.26517088084200613,0,-0.04054237902164459,-0.763751074136402,0.0,-0.007319644874553098,0.12164209944851335,,,,0,,
2024-01-03,TSM,2024-01-03-sim-0237fd46,sim,23,0.13197565600836336,0.4124988327795416,1,-0.0059743416495621204,-0.06507935745554151,0.23891059526545622,0.009375943171912645,0.05601931155362253,,,,0,,
2024-01-03,XLF,2024-01-03-sim-0237fd46,sim,23,0.036859004239673476,0.11885686234413773,1,-0.009292635135352612,2.0,0.22555317630264096,0.007993661867289526,0.0271102601542801,,,,0,,
2024-01-03,XLK,2024-01-03-sim-0237fd46,sim,23,0.07890906853863511,0.12569399815476645,1,-0.010879523120820522,2.0,0.22438278348263055,0.007737564189505555,0.038519965644238555,,,,0,,
2024-01-03,XLU,2024-01-03-sim-0237fd46,sim,23,-0.028996728079213163,0.011784806348356769,0,-0.007226698566228151,-16.04760359604919,0.23891059526545622,0.010245017885360568,0.03532450592510172,,,,0,,
2024-01-04,AAPL,2024-01-04-sim-196760e9,sim,22,0.021659075158530827,-0.07184875521467071,1,0.004692517686635256,1.0,0.2552447552447551,-0.009364471920814956,0.04779466254917202,,,,0,,
2024-01-04,AMAT,2024-01-04-sim-196760e9,sim,22,0.12638132359343413,0.3804166096075903,1,-0.006065008696168661,22.00377017879947,0.23891059526545622,-0.007567819813075412,0.06852273612165462,,,,0,,
2024-01-04,ASML,2024-01-04-sim-196760e9,sim,22,0.2718445231123303,0.3804424628434562,1,0.0045082420110702515,-0.24695315689343272,0.2552447552447551,-0.007113115902743918,0.06726456710925001,,,,0,,
2024-01-04,CAT,2024-01-04-sim-196760e9,sim,22,0.10132817062536503,0.2751834281340917,1,-0.009140060283243656,39.48126603035684,0.22555317630264096,-0.007567819813075412,0.06365062463952911,,,,0,,
2024-01-04,COST,2024-01-04-sim-196760e9,sim,22,0.09428550502769295,0.09709264221093106,1,0.006986986380070448,25.856367030487913,0.2552447552447551,-0.009364471920814956,0.059761725239238984,,,,0,,
2024-01-04,GE,2024-01-04-sim-196760e9,sim,22,0.09529923194735801,0.37170631365099394,1,0.01178572978824377,2.0,0.27921406411582217,-0.008438595877952041,0.05741334899679144,,,,0,,
2024-01-04,GLD,2024-01-04-sim-196760e9,sim,22,-0.0037502994210816265,0.11393403354612253,0,0.017190730199217796,-20.216736879619027,0.28291070382458783,-0.007189301226194396,0.007434384907603656,,,,1,,
2024-01-04,GOOG,2024-01-04-sim-196760e9,sim,22,0.03984352555421711,0.1291654788340666,1,-0.021230263635516167,0.06666666666666667,0.22438278348263055,-0.00981917583114645,0.059141529063876236,,,,0,,
2024-01-04,JPM,2024-01-04-sim-196760e9,sim,22,0.019368718245722727,0.1601423275292193,1,-0.020636480301618576,-0.6233774170511689,0.22438278348263055,-0.010511658644765737,0.03073186546570906,,,,0,,
2024-01-04,MA,2024-01-04-sim-196760e9,sim,22,0.09721990286748339,0.1421254620948289,1,0.006091715767979622,0.0,0.2552447552447551,-0.009364471920814956,0.039134272292043706,,,,0,,
2024-01-04,MU,2024-01-04-sim-196760e9,sim,22,0.045580997632590936,0.4841010924765461,1,-0.019985105842351913,2.0,0.22438278348263055,-0.007306596723789371,0.06554619228932482,,,,0,,
2024-01-04,NFLX,2024-01-04-sim-196760e9,sim,22,0.189542246766484,0.29397271069337605,1,-0.009157409891486168,-49.642967153810176,0.22555317630264096,-0.009301855064076443,0.05804968943305377,,,,0,,
2024-01-04,OXY,2024-01-04-sim-196760e9,sim,22,-0.035182646379170235,0.13768611893454574,0,-0.013881038874387741,-0.26666666666666666,0.22438278348263055,-0.0075249949137676615,0.04380085722301604,,,,0,,
2024-01-04,PLTR,2024-01-04-sim-196760e9,sim,22,0.04738464355468741,0.398153803898738,1,-0.0069295139983296394,33.75105286823531,0.23891059526545622,-0.0009186286122246772,0.12398666960872734,,,,0,,
2024-01-04,RTX,2024-01-04-sim-196760e9,sim,22,0.07692307005179155,0.15384614010358333,1,-0.00833443645387888,0.35764712629047557,0.2359093550261476,-0.00778109259155163,0.043078230374478096,,,,0,,
2024-01-04,SHOP,2024-01-04-sim-196760e9,sim,22,0.12952877108968575,0.06401531864413323,1,-0.03871426358819008,0.0,0.0,-0.03000321435162368,0.12052837132400715,,,,0,,
2024-01-04,SPOT,2024-01-04-sim-196760e9,sim,22,0.15520822050811978,0.39983375225409423,1,0.011627371422946453,-0.05529913363963318,0.2747320061255743,-0.007567819813075412,0.06025443378671058,,,,0,,
2024-01-04,TSLA,2024-01-04-sim-196760e9,sim,22,-0.21022985984718767,-0.29966792749044757,0,-0.037071190774440765,-0.7921733484270432,0.0,-0.02380870394920966,0.1225944495205017,,,,0,,
2024-01-04,TSM,2024-01-04-sim-196760e9,sim,22,0.16765866243387784,0.4145062554802843,1,-0.005733692552894354,0.08725340538651608,0.23891059526545622,-0.007113115902743918,0.05645789322586185,,,,0,,
2024-01-04,XLF,2024-01-04-sim-196760e9,sim,22,0.03697790327230788,0.10853945197647286,1,-0.009292635135352612,1.0,0.22555317630264096,-0.008495397207367033,0.0262969718093421,,,,0,,
2024-01-04,XLK,2024-01-04-sim-196760e9,sim,22,0.09811591195023261,0.12309278598216289,1,-0.010879523120820522,3.0,0.22438278348263055,-0.008751494885150998,0.03736439432446554,,,,0,,
2024-01-04,XLU,2024-01-04-sim-196760e9,sim,22,-0.04355263955804811,0.01664332990491202,0,-0.007824459113180637,0.0,0.2359093550261476,-0.006457313967772211,0.03426479610320823,,,,0,,
2024-01-05,AAPL,2024-01-05-sim-657a9b9e,sim,21,0.03587592594526501,-0.06363836651616184,1,0.007934032008051872,1.0,0.26197541331072494,-0.009066619294954741,0.04779466254917202,,,,0,,
2024-01-05,AMAT,2024-01-05-sim-657a9b9e,sim,21,0.14825500897913169,0.39181211330746635,1,-0.008845165371894836,0.9500945816577768,0.22555317630264096,-0.0072699671872151995,0.06852273612165462,,,,0,,
2024-01-05,ASML,2024-01-05-sim-657a9b9e,sim,21,0.27753283435977005,0.393735578954457,1,0.0045082420110702515,-0.08717409429557416,0.2552447552447551,-0.006815263276883706,0.06748603915993698,,,,0,,
2024-01-05,CAT,2024-01-05-sim-657a9b9e,sim,21,0.11238016835842624,0.300626511857526,1,-0.009140060283243656,0.16548379715143569,0.22555317630264096,-0.0072699671872151995,0.06365062463952911,,,,0,,
2024-01-05,COST,2024-01-05-sim-657a9b9e,sim,21,0.08406878333854984,0.07573054059576112,1,0.009212934412062168,1.1022746843031022,0.26197541331072494,-0.009066619294954741,0.06015904618270666,,,,0,,
2024-01-05,GE,2024-01-05-sim-657a9b9e,sim,21,0.0904267362039175,0.44478459643619317,1,0.00939950067549944,1.0,0.2747320061255743,-0.008140743252091824,0.05741334899679144,,,,1,,
2024-01-05,GOOG,2024-01-05-sim-657a9b9e,sim,21,0.0548802192272293,0.13814685065766952,1,-0.02072187326848507,0.0,0.22438278348263055,-0.009521323205286238,0.05935624358557058,,,,0,,
2024-01-05,JPM,2024-01-05-sim-657a9b9e,sim,21,0.0129447708378303,0.151100006581111,1,-0.020636480301618576,-0.4022237011832558,0.22438278348263055,-0.010213806018905524,0.03073186546570906,,,,0,,
2024-01-05,MA,2024-01-05-sim-657a9b9e,sim,21,0.0890276933442622,0.13828620033171912,1,0.006215215660631657,0.0,0.2552447552447551,-0.009066619294954741,0.039134272292043706,,,,0,,
2024-01-05,MU,2024-01-05-sim-657a9b9e,sim,21,0.04230085725324595,0.5339724288573791,1,-0.021222256124019623,2.0,0.22438278348263055,-0.007008744097929159,0.06554619228932482,,,,0,,
2024-01-05,NFLX,2024-01-05-sim-657a9b9e,sim,21,0.18563058221169415,0.3291144954799947,1,-0.010824459604918957,0.020476617307909305,0.22438278348263055,-0.009004002438216231,0.05804968943305377,,,,0,,
2024-01-05,OXY,2024-01-05-sim-657a9b9e,sim,21,-0.03325414201120247,0.14879539637093742,0,-0.01297492440789938,-0.2,0.22438278348263055,-0.007227142287907449,0.04380085722301604,,,,0,,
2024-01-05,PLTR,2024-01-05-sim-657a9b9e,sim,21,0.04630787185958862,0.42052574550716737,1,-0.015345277264714241,33.75105286823531,0.22438278348263055,-0.0012113623017793492,0.12398666960872734,,,,0,,
2024-01-05,RTX,2024-01-05-sim-657a9b9e,sim,21,0.08034669513973247,0.14253930885260901,1,-0.007584971841424704,0.3155234444686633,0.2359093550261476,-0.0074832399656914175,0.043078230374478096,,,,0,,
2024-01-05,SHOP,2024-01-05-sim-657a9b9e,sim,21,0.09247079844463157,0.015165712267085185,1,-0.036990921944379807,-0.06666666666666667,0.0,-0.029705361725763463,0.12052837132400715,,,,0,,
2024-01-05,SPOT,2024-01-05-sim-657a9b9e,sim,21,0.15362750656868296,0.5076993725304113,1,0.00654530618339777,0.0567390937506313,0.2552447552447551,-0.0072699671872151995,0.05805932968443643,,,,0,,
2024-01-05,TSLA,2024-01-05-sim-657a9b9e,sim,21,-0.23761003254595736,-0.29100172222759424,0,-0.03982999175786972,-0.8510207989202472,0.0,-0.02351085132334946,0.1225944495205017,,,,0,,
2024-01-05,TSM,2024-01-05-sim-657a9b9e,sim,21,0.1925509505837968,0.4255596740277825,1,-0.00682101771235466,0.16879064193645937,0.23891059526545622,-0.006815263276883706,0.0589299265111595,,,,0,,
2024-01-05,XLF,2024-01-05-sim-657a9b9e,sim,21,0.026490066225165476,0.10331129869877897,1,-0.00985106360167265,1.0,0.22555317630264096,-0.008197544581506821,0.0262969718093421,,,,0,,
2024-01-05,XLK,2024-01-05-sim-657a9b9e,sim,21,0.10091246102428486,0.1263849928827676,1,-0.009804630652070045,3.0,0.22555317630264096,-0.008453642259290786,0.03736439432446554,,,,0,,
2024-01-05,XLU,2024-01-05-sim-657a9b9e,sim,21,-0.06694560323175147,0.008833096321196443,0,-0.010164909064769745,0.0,0.22438278348263055,-0.0059461885634357805,0.03426479610320823,,,,0,,
2024-01-08,AAPL,2024-01-08-sim-993a4318,sim,20,0.02015523573168343,-0.09021335662116003,1,0.007934032008051872,1.0,0.26197541331072494,-0.007898352027522839,0.04775462342983365,,,,0,,
2024-01-08,AMAT,2024-01-08-sim-993a4318,sim,20,0.11309052299913125,0.34197679246475965,1,-0.006219457369297743,27.60508979971606,0.23891059526545622,-0.006101699919783294,0.06799043116875066,,,,0,,
2024-01-08,ASML,2024-01-08-sim-993a4318,sim,20,0.25532709191504366,0.32263739196560137,1,-0.022258132696151733,0.16335392885350739,0.22438278348263055,-0.0056469960094517975,0.0669617875767409,,,,0,,
2024-01-08,CAT,2024-01-08-sim-993a4318,sim,20,0.10426005550283368,0.2653208162358318,1,-0.00366178248077631,1.2572639396127412,0.23891059526545622,-0.006101699919783294,0.06512128018829035,,,,0,,
2024-01-08,COST,2024-01-08-sim-993a4318,sim,20,0.07420389518471748,0.0652722608503229,1,0.011803806759417057,0.3305920591645045,0.27921406411582217,-0.007664771481044469,0.05929747841928635,,,,1,,
2024-01-08,GOOG,2024-01-08-sim-993a4318,sim,20,0.03472571639651534,0.08119265467317649,1,-0.015026192180812359,0.0,0.22438278348263055,-0.008353055937854336,0.048726958048055144,,,,0,,
2024-01-08,JPM,2024-01-08-sim-993a4318,sim,20,0.01790490497940178,0.13736768420605383,1,-0.01954040303826332,-0.010729685099118293,0.22438278348263055,-0.008353055937854336,0.030392386471287627,,,,0,,
2024-01-08,MA,2024-01-08-sim-993a4318,sim,20,0.09128391869471719,0.11325175786322283,1,0.005491312593221664,0.0,0.2552447552447551,-0.007898352027522839,0.03883026564916297,,,,0,,
2024-01-08,MU,2024-01-08-sim-993a4318,sim,20,-0.004120052815709152,0.4607416220802858,0,-0.018348470330238342,2.0,0.22438278348263055,-0.005840476830497253,0.06503701001239913,,,,0,,
2024-01-08,NFLX,2024-01-08-sim-993a4318,sim,20,0.146073503492395,0.2723749623469398,1,-0.010824459604918957,53.13459577776866,0.22438278348263055,-0.007835735170784324,0.05759874221540486,,,,0,,
2024-01-08,OXY,2024-01-08-sim-993a4318,sim,20,-0.012013055730913158,0.1606314865646652,0,-0.010815426707267761,0.0,0.22438278348263055,-0.006058875020475544,0.0437884317817288,,,,0,,
2024-01-08,PLTR,2024-01-08-sim-993a4318,sim,20,0.3119376568170664,0.34853026030903633,1,-0.007327376864850521,23.532392789165563,0.23891059526545622,0.00503313960539226,0.1241776373755413,,,,0,,
2024-01-08,RTX,2024-01-08-sim-993a4318,sim,20,0.07502333080323731,0.1569198718005691,1,-0.007983149029314518,0.10941065065959846,0.2359093550261476,-0.006314972698259512,0.04274358589457933,,,,0,,
2024-01-08,SHOP,2024-01-08-sim-993a4318,sim,20,0.04981329637756482,-0.03707046971693173,1,-0.043281637132167816,0.13333333333333333,0.0,-0.02669692475167152,0.12071401252222713,,,,0,,
2024-01-08,SPOT,2024-01-08-sim-993a4318,sim,20,0.1757667841264654,0.5004308819015368,1,0.0020403526723384857,0.33780036810759595,0.2552447552447551,-0.006101699919783294,0.05739991601827159,,,,0,,
2024-01-08,TSLA,2024-01-08-sim-993a4318,sim,20,-0.23019335224462856,-0.28837595016820206,0,-0.03785308450460434,-0.6883011095947476,0.0,-0.021893048372608238,0.12206122058581025,,,,0,,
2024-01-08,TSM,2024-01-08-sim-993a4318,sim,20,0.16764475496651277,0.36600162930559144,1,-0.009066551923751831,0.3820022621206093,0.22555317630264096,-0.0056469960094517975,0.059180781300028275,,,,0,,
2024-01-08,XLF,2024-01-08-sim-993a4318,sim,20,0.022111084903268408,0.08396942579018396,1,-0.00985106360167265,1.0,0.22555317630264096,-0.007835735170784324,0.0262969718093421,,,,0,,
2024-01-08,XLK,2024-01-08-sim-993a4318,sim,20,0.06903676168309114,0.08143474976079834,1,-0.00987863726913929,2.0,0.22555317630264096,-0.00809183284856829,0.03872843070730324,,,,0,,
2024-01-08,XLU,2024-01-08-sim-993a4318,sim,20,-0.07030768761268025,-0.00046151968149032996,0,-0.007309439592063427,-22.175521810671157,0.23891059526545622,-0.005797651931189503,0.032317861763930214,,,,0,,
2024-01-09,AAPL,2024-01-09-sim-f026e473,sim,19,0.023063650678069925,-0.08404449394993219,1,0.006336023565381765,1.0,0.2552447552447551,-0.006313771274175835,0.04775462342983365,,,,0,,
2024-01-09,AMAT,2024-01-09-sim-f026e473,sim,19,0.13156323430965466,0.3762166972354344,1,-0.005542011931538582,27.60508979971606,0.23891059526545622,-0.004517119166436287,0.06799043116875066,,,,0,,
2024-01-09,ASML,2024-01-09-sim-f026e473,sim,19,0.28812062957555873,0.36818209524621426,1,-0.022743165493011475,0.41219955697342453,0.22438278348263055,-0.004062415256104796,0.0669617875767409,,,,0,,
2024-01-09,CAT,2024-01-09-sim-f026e473,sim,19,0.10708538396090361,0.2976837274773776,1,-0.0070196595042943954,26.523497397990234,0.23891059526545622,-0.004517119166436287,0.06315616769474368,,,,0,,
2024-01-09,GOOG,2024-01-09-sim-f026e473,sim,19,0.02890007847744336,0.07982607377735951,1,-0.015519989654421806,0.06666666666666667,0.22438278348263055,-0.006768475184507328,0.04796217737339837,,,,0,,
2024-01-09,JPM,2024-01-09-sim-f026e473,sim,19,0.027950245583704625,0.15697874552478308,1,-0.01944165676832199,-0.026059409675421003,0.22438278348263055,-0.007460957998126618,0.03049313121303223,,,,0,,
2024-01-09,MA,2024-01-09-sim-f026e473,sim,19,0.093019396570867,0.1290818433627916,1,0.0070760613307356834,0.0,0.2604970008568981,-0.006313771274175835,0.03883026564916297,,,,0,,
2024-01-09,MU,2024-01-09-sim-f026e473,sim,19,0.022080838803064884,0.4830193101591891,1,-0.016424883157014847,2.0,0.22438278348263055,-0.004255896077150246,0.06503701001239913,,,,0,,
2024-01-09,NFLX,2024-01-09-sim-f026e473,sim,19,0.16015683233499756,0.3196291255529091,1,-0.010824459604918957,53.13459577776866,0.22438278348263055,-0.00625115441743732,0.05759874221540486,,,,0,,
2024-01-09,OXY,2024-01-09-sim-f026e473,sim,19,0.0027845431597883774,0.2051862357010259,1,-0.010815426707267761,-0.26666666666666666,0.22438278348263055,-0.004474294267128537,0.04641944397019784,,,,0,,
2024-01-09,PLTR,2024-01-09-sim-f026e473,sim,19,0.4399024563951459,0.4008541756855517,1,0.013516419567167759,23.532392789165563,0.28291070382458783,0.0038091771393913686,0.1241776373755413,,,,1,,
2024-01-09,RTX,2024-01-09-sim-f026e473,sim,19,0.07144518689259405,0.1851981214973033,1,-0.012278791517019272,0.09601461243256725,0.22438278348263055,-0.004730391944912505,0.03985115926759068,,,,0,,
2024-01-09,SHOP,2024-01-09-sim-f026e473,sim,19,0.06316311971092303,-0.0602921207621433,1,-0.04936820641160011,0.2,0.0,-0.027115740330624204,0.12106448227497091,,,,0,,
2024-01-09,SPOT,2024-01-09-sim-f026e473,sim,19,0.2476945212948325,0.6076571893583111,1,0.01257999986410141,0.6102235839215144,0.28291070382458783,-0.004517119166436287,0.058044843841730635,,,,0,,
2024-01-09,TSLA,2024-01-09-sim-f026e473,sim,19,-0.20165135992914562,-0.2981784593779887,0,-0.03760936111211777,-0.4096174915609349,0.0,-0.020308467619261233,0.12206122058581025,,,,0,,
2024-01-09,TSM,2024-01-09-sim-f026e473,sim,19,0.2266169801315261,0.38737855979134594,1,-0.010512921027839184,0.5811438928553552,0.22438278348263055,-0.004062415256104796,0.05601931155362253,,,,0,,
2024-01-09,XLF,2024-01-09-sim-f026e473,sim,19,0.036291362434033525,0.10119204489600575,1,-0.009153162129223347,2.0,0.22555317630264096,-0.0058013611918929,0.0262969718093421,,,,0,,
2024-01-09,XLK,2024-01-09-sim-f026e473,sim,19,0.08146429169601066,0.09209693334974589,1,-0.00987863726913929,2.0,0.22555317630264096,-0.006057458869676867,0.03736439432446554,,,,0,,
2024-01-09,XLU,2024-01-09-sim-f026e473,sim,19,-0.06204436054385376,0.010702690062687203,0,-0.0037771137431263924,2.1408665066436248,0.23891059526545622,-0.003763277952298081,0.032317861763930214,,,,0,,
2024-01-10,AAPL,2024-01-10-sim-9be0ef15,sim,18,0.011439953031220362,-0.09527904431252598,1,0.00541485333815217,1.0,0.2552447552447551,-0.004374674132959414,0.04775462342983365,,,,1,,
2024-01-10,AMAT,2024-01-10-sim-9be0ef15,sim,18,0.16073694829102791,0.39536744338022567,1,-0.007238499820232391,-0.5486047729278601,0.23891059526545622,-0.0025780220252198706,0.06735495059626403,,,,0,,
2024-01-10,ASML,2024-01-10-sim-9be0ef15,sim,18,0.28580786956355,0.36907737925427053,1,0.004023206420242786,0.5640283399343609,0.2552447552447551,-0.002123318114888378,0.0669617875767409,,,,0,,
